Class ID	Preferred Label	Synonyms	Definitions	Obsolete	CUI	Semantic Types	Parents	Citation	Created in	deprecation_candidate	deprecation_comment	Documentation	Example	File extension	has format	has function	has identifier	has input	has output	has topic	hasHumanReadableId	http://data.bioontology.org/metadata/prefixIRI	http://edamontology.org/comment_handle	http://edamontology.org/next_id	http://purl.obolibrary.org/obo/date	http://purl.obolibrary.org/obo/edam#data	http://purl.obolibrary.org/obo/edam#edam	http://purl.obolibrary.org/obo/edam#events	http://purl.obolibrary.org/obo/edam#formats	http://purl.obolibrary.org/obo/edam#identifiers	http://purl.obolibrary.org/obo/edam#obsolete	http://purl.obolibrary.org/obo/edam#operations	http://purl.obolibrary.org/obo/edam#placeholder	http://purl.obolibrary.org/obo/edam#topics	http://purl.obolibrary.org/obo/idspace	http://purl.obolibrary.org/obo/is_anti_symmetric	http://purl.obolibrary.org/obo/is_metadata_tag	http://purl.obolibrary.org/obo/is_reflexive	http://purl.obolibrary.org/obo/is_symmetric	http://purl.obolibrary.org/obo/namespace	http://purl.obolibrary.org/obo/remark	http://purl.obolibrary.org/obo/transitive_over	http://purl.org/dc/elements/1.1/contributor	http://purl.org/dc/elements/1.1/creator	http://purl.org/dc/elements/1.1/format	http://purl.org/dc/elements/1.1/title	http://usefulinc.com/ns/doap#Version	http://www.geneontology.org/formats/oboInOwl#comment	http://www.geneontology.org/formats/oboInOwl#consider	http://www.geneontology.org/formats/oboInOwl#hasAlternativeId	http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym	http://www.geneontology.org/formats/oboInOwl#hasDbXRef	http://www.geneontology.org/formats/oboInOwl#hasDbXref	http://www.geneontology.org/formats/oboInOwl#hasDefinition	http://www.geneontology.org/formats/oboInOwl#hasExactSynonym	http://www.geneontology.org/formats/oboInOwl#hasHumanReadableId	http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym	http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym	http://www.geneontology.org/formats/oboInOwl#hasSubset	http://www.geneontology.org/formats/oboInOwl#inSubset	http://www.geneontology.org/formats/oboInOwl#isCyclic	http://www.geneontology.org/formats/oboInOwl#replacedBy	http://www.geneontology.org/formats/oboInOwl#savedBy	http://www.geneontology.org/formats/oboInOwl#SubsetProperty	http://xmlns.com/foaf/0.1/page	Information standard	is format of	is function of	is identifier of	is input of	is output of	is topic of	isdebtag	Media type	notRecommendedForAnnotation	Obsolete since	Old parent	Old related	Ontology used	Organisation	refactor_candidate	refactor_comment	Regular expression	Repository	thematic_editor
http://edamontology.org/data_1399	Gap separation penalty		A penalty for gaps that are close together in an alignment.	FALSE			http://edamontology.org/data_2137		beta12orEarlier													data_1399																																A penalty for gaps that are close together in an alignment.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1400	Terminal gap penalty		"A penalty for gaps at the termini of an alignment, either from the N/C terminal of protein or 5'/3' terminal of nucleotide sequences."	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1400																											http://edamontology.org/data_1411|http://edamontology.org/data_1410					"A penalty for gaps at the termini of an alignment, either from the N/C terminal of protein or 5'/3' terminal of nucleotide sequences."						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1401	Match reward score		The score for a 'match' used in various sequence database search applications with simple scoring schemes.	FALSE			http://edamontology.org/data_1394		beta12orEarlier													data_1401																																The score for a 'match' used in various sequence database search applications with simple scoring schemes.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1402	Mismatch penalty score		The score (penalty) for a 'mismatch' used in various alignment and sequence database search applications with simple scoring schemes.	FALSE			http://edamontology.org/data_1394		beta12orEarlier													data_1402																																The score (penalty) for a 'mismatch' used in various alignment and sequence database search applications with simple scoring schemes.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1403	Drop off score		This is the threshold drop in score at which extension of word alignment is halted.	FALSE			http://edamontology.org/data_1394		beta12orEarlier													data_1403																																This is the threshold drop in score at which extension of word alignment is halted.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1404	Gap opening penalty (integer)		A simple floating point number defining the penalty for opening a gap in an alignment.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1404																											http://edamontology.org/data_1397					A simple floating point number defining the penalty for opening a gap in an alignment.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1405	Gap opening penalty (float)		A simple floating point number defining the penalty for opening a gap in an alignment.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1405																											http://edamontology.org/data_1397					A simple floating point number defining the penalty for opening a gap in an alignment.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1406	Gap extension penalty (integer)		A simple floating point number defining the penalty for extending a gap in an alignment.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1406																											http://edamontology.org/data_1398					A simple floating point number defining the penalty for extending a gap in an alignment.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1407	Gap extension penalty (float)		A simple floating point number defining the penalty for extending a gap in an alignment.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1407																											http://edamontology.org/data_1398					A simple floating point number defining the penalty for extending a gap in an alignment.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1408	Gap separation penalty (integer)		A simple floating point number defining the penalty for gaps that are close together in an alignment.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1408																											http://edamontology.org/data_1399					A simple floating point number defining the penalty for gaps that are close together in an alignment.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1409	Gap separation penalty (float)		A simple floating point number defining the penalty for gaps that are close together in an alignment.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1409																											http://edamontology.org/data_1399					A simple floating point number defining the penalty for gaps that are close together in an alignment.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1410	Terminal gap opening penalty		"A number defining the penalty for opening gaps at the termini of an alignment, either from the N/C terminal of protein or 5'/3' terminal of nucleotide sequences."	FALSE			http://edamontology.org/data_1397		beta12orEarlier													data_1410																																"A number defining the penalty for opening gaps at the termini of an alignment, either from the N/C terminal of protein or 5'/3' terminal of nucleotide sequences."						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1411	Terminal gap extension penalty		"A number defining the penalty for extending gaps at the termini of an alignment, either from the N/C terminal of protein or 5'/3' terminal of nucleotide sequences."	FALSE			http://edamontology.org/data_1398		beta12orEarlier													data_1411																																"A number defining the penalty for extending gaps at the termini of an alignment, either from the N/C terminal of protein or 5'/3' terminal of nucleotide sequences."						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1412	Sequence identity		Sequence identity is the number (%) of matches (identical characters) in positions from an alignment of two molecular sequences.	FALSE			http://edamontology.org/data_0865		beta12orEarlier													data_1412																																Sequence identity is the number (%) of matches (identical characters) in positions from an alignment of two molecular sequences.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1413	Sequence similarity		"Sequence similarity is the similarity (expressed as a percentage) of two molecular sequences calculated from their alignment, a scoring matrix for scoring characters substitutions and penalties for gap insertion and extension.|Data Type is float probably."	FALSE			http://edamontology.org/data_0865		beta12orEarlier													data_1413																																"Sequence similarity is the similarity (expressed as a percentage) of two molecular sequences calculated from their alignment, a scoring matrix for scoring characters substitutions and penalties for gap insertion and extension."						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1414	Sequence alignment metadata (quality report)		Data on molecular sequence alignment quality (estimated accuracy).	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1414																											http://edamontology.org/data_0867					Data on molecular sequence alignment quality (estimated accuracy).						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1415	Sequence alignment report (site conservation)		"Data on character conservation in a molecular sequence alignment.|This is a broad data type and is used a placeholder for other, more specific types.  It is primarily intended to help navigation of EDAM and would not typically be used for annotation. Use this concept for calculated substitution rates, relative site variability, data on sites with biased properties, highly conserved or very poorly conserved sites, regions, blocks etc."	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1415																											http://edamontology.org/data_2161					Data on character conservation in a molecular sequence alignment.						http://purl.obolibrary.org/obo/edam#obsolete																1.4									
http://edamontology.org/data_1416	Sequence alignment report (site correlation)		"Data on correlations between sites in a molecular sequence alignment, typically to identify possible covarying positions and predict contacts or structural constraints in protein structures."	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1416																											http://edamontology.org/data_0867					"Data on correlations between sites in a molecular sequence alignment, typically to identify possible covarying positions and predict contacts or structural constraints in protein structures."						http://purl.obolibrary.org/obo/edam#obsolete																1.4									
http://edamontology.org/data_1417	Sequence-profile alignment (Domainatrix signature)		Alignment of molecular sequences to a Domainatrix signature (representing a sequence alignment).	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1417																											http://edamontology.org/data_0858					Alignment of molecular sequences to a Domainatrix signature (representing a sequence alignment).						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1418	Sequence-profile alignment (HMM)		Alignment of molecular sequence(s) to a hidden Markov model(s).	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1418																											http://edamontology.org/data_0858					Alignment of molecular sequence(s) to a hidden Markov model(s).						http://purl.obolibrary.org/obo/edam#obsolete																1.5									
http://edamontology.org/data_1420	Sequence-profile alignment (fingerprint)		Alignment of molecular sequences to a protein fingerprint from the PRINTS database.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1420																											http://edamontology.org/data_0858					Alignment of molecular sequences to a protein fingerprint from the PRINTS database.						http://purl.obolibrary.org/obo/edam#obsolete																1.5									
http://edamontology.org/data_1426	Phylogenetic continuous quantitative data	Quantitative traits|Phylogenetic continuous quantitative characters	Continuous quantitative data that may be read during phylogenetic tree calculation.	FALSE			http://edamontology.org/data_0871		beta12orEarlier													data_1426																																Continuous quantitative data that may be read during phylogenetic tree calculation.	Quantitative traits|Phylogenetic continuous quantitative characters					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1427	Phylogenetic discrete data	Discrete characters|Phylogenetic discrete states|Discretely coded characters	Character data with discrete states that may be read during phylogenetic tree calculation.	FALSE			http://edamontology.org/data_0871		beta12orEarlier													data_1427																																Character data with discrete states that may be read during phylogenetic tree calculation.	Discrete characters|Phylogenetic discrete states|Discretely coded characters					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1428	Phylogenetic character cliques	Phylogenetic report (cliques)	"One or more cliques of mutually compatible characters that are generated, for example from analysis of discrete character data, and are used to generate a phylogeny."	FALSE			http://edamontology.org/data_2523		beta12orEarlier													data_1428																																"One or more cliques of mutually compatible characters that are generated, for example from analysis of discrete character data, and are used to generate a phylogeny."	Phylogenetic report (cliques)					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1429	Phylogenetic invariants	Phylogenetic report (invariants)	Phylogenetic invariants data for testing alternative tree topologies.	FALSE			http://edamontology.org/data_2523		beta12orEarlier													data_1429																																Phylogenetic invariants data for testing alternative tree topologies.	Phylogenetic report (invariants)					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1438	Phylogenetic report		"A report of data concerning or derived from a phylogenetic tree, or from comparing two or more phylogenetic trees.|This is a broad data type and is used  for example for reports on confidence, shape or stratigraphic (age) data derived from phylogenetic tree analysis."	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1438																											http://edamontology.org/data_2523					"A report of data concerning or derived from a phylogenetic tree, or from comparing two or more phylogenetic trees."						http://purl.obolibrary.org/obo/edam#obsolete																1.5									
http://edamontology.org/data_1439	DNA substitution model	Phylogenetic tree report (DNA substitution model)|Substitution model|Sequence alignment report (DNA substitution model)	"A model of DNA substitution that explains a DNA sequence alignment, derived from phylogenetic tree analysis."	FALSE			http://edamontology.org/data_0950		beta12orEarlier													data_1439																																"A model of DNA substitution that explains a DNA sequence alignment, derived from phylogenetic tree analysis."	Phylogenetic tree report (DNA substitution model)|Substitution model|Sequence alignment report (DNA substitution model)					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1440	Phylogenetic tree report (tree shape)		Data about the shape of a phylogenetic tree.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1440																											http://edamontology.org/data_2523					Data about the shape of a phylogenetic tree.						http://purl.obolibrary.org/obo/edam#obsolete																1.4									
http://edamontology.org/data_1441	Phylogenetic tree report (tree evaluation)		Data on the confidence of a phylogenetic tree.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1441																											http://edamontology.org/data_2523					Data on the confidence of a phylogenetic tree.						http://purl.obolibrary.org/obo/edam#obsolete																1.4									
http://edamontology.org/data_1442	Phylogenetic tree distances	Phylogenetic tree report (tree distances)	"Distances, such as Branch Score distance, between two or more phylogenetic trees."	FALSE			http://edamontology.org/data_2523		beta12orEarlier													data_1442																																"Distances, such as Branch Score distance, between two or more phylogenetic trees."	Phylogenetic tree report (tree distances)					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1443	Phylogenetic tree report (tree stratigraphic)		Molecular clock and stratigraphic (age) data derived from phylogenetic tree analysis.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1443																											http://edamontology.org/data_2523					Molecular clock and stratigraphic (age) data derived from phylogenetic tree analysis.						http://purl.obolibrary.org/obo/edam#obsolete																1.4									
http://edamontology.org/data_1444	Phylogenetic character contrasts	Phylogenetic report (character contrasts)	"Independent contrasts for characters used in a phylogenetic tree, or covariances, regressions and correlations between characters for those contrasts."	FALSE			http://edamontology.org/data_2523		beta12orEarlier													data_1444																																"Independent contrasts for characters used in a phylogenetic tree, or covariances, regressions and correlations between characters for those contrasts."	Phylogenetic report (character contrasts)					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1446	Comparison matrix (integers)		Matrix of integer numbers for sequence comparison.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1446																											http://edamontology.org/data_0874					Matrix of integer numbers for sequence comparison.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1447	Comparison matrix (floats)		Matrix of floating point numbers for sequence comparison.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1447																											http://edamontology.org/data_0874					Matrix of floating point numbers for sequence comparison.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1448	Comparison matrix (nucleotide)	Nucleotide comparison matrix|Nucleotide substitution matrix	Matrix of integer or floating point numbers for nucleotide comparison.	FALSE			http://edamontology.org/data_0874		beta12orEarlier													data_1448																																Matrix of integer or floating point numbers for nucleotide comparison.	Nucleotide comparison matrix|Nucleotide substitution matrix					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1449	Comparison matrix (amino acid)	Amino acid comparison matrix|Amino acid substitution matrix	Matrix of integer or floating point numbers for amino acid comparison.	FALSE			http://edamontology.org/data_2016|http://edamontology.org/data_0874		beta12orEarlier													data_1449																																Matrix of integer or floating point numbers for amino acid comparison.	Amino acid comparison matrix|Amino acid substitution matrix					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1450	Nucleotide comparison matrix (integers)	Nucleotide substitution matrix (integers)	Matrix of integer numbers for nucleotide comparison.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1450																											http://edamontology.org/data_1448					Matrix of integer numbers for nucleotide comparison.	Nucleotide substitution matrix (integers)					http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1451	Nucleotide comparison matrix (floats)	Nucleotide substitution matrix (floats)	Matrix of floating point numbers for nucleotide comparison.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1451																											http://edamontology.org/data_1448					Matrix of floating point numbers for nucleotide comparison.	Nucleotide substitution matrix (floats)					http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1452	Amino acid comparison matrix (integers)		Matrix of integer numbers for amino acid comparison.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1452																											http://edamontology.org/data_1449					Matrix of integer numbers for amino acid comparison.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1453	Amino acid comparison matrix (floats)		Matrix of floating point numbers for amino acid comparison.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1453																											http://edamontology.org/data_1449					Matrix of floating point numbers for amino acid comparison.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1459	Nucleic acid structure		3D coordinate and associated data for a nucleic acid tertiary (3D) structure.	FALSE			http://edamontology.org/data_0883		beta12orEarlier													data_1459																																3D coordinate and associated data for a nucleic acid tertiary (3D) structure.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1460	Protein structure	Protein structures	"3D coordinate and associated data for a protein tertiary (3D) structure, or part of a structure, possibly in complex with other molecules."	FALSE			http://edamontology.org/data_0883		beta12orEarlier													data_1460																																"3D coordinate and associated data for a protein tertiary (3D) structure, or part of a structure, possibly in complex with other molecules."	Protein structures					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1461	Protein-ligand complex		"The structure of a protein in complex with a ligand, typically a small molecule such as an enzyme substrate or cofactor, but possibly another macromolecule.|This includes interactions of proteins with atoms, ions and small molecules or macromolecules such as nucleic acids or other polypeptides.  For stable inter-polypeptide interactions use 'Protein complex' instead."	FALSE			http://edamontology.org/data_1460		beta12orEarlier													data_1461																																"The structure of a protein in complex with a ligand, typically a small molecule such as an enzyme substrate or cofactor, but possibly another macromolecule."						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1462	Carbohydrate structure		3D coordinate and associated data for a carbohydrate (3D) structure.	FALSE			http://edamontology.org/data_0883		beta12orEarlier													data_1462																																3D coordinate and associated data for a carbohydrate (3D) structure.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1463	Small molecule structure	CHEBI:23367	"3D coordinate and associated data for the (3D) structure of a small molecule, such as any common chemical compound."	FALSE			http://edamontology.org/data_0883		beta12orEarlier													data_1463																																"3D coordinate and associated data for the (3D) structure of a small molecule, such as any common chemical compound."				CHEBI:23367		http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1464	DNA structure		3D coordinate and associated data for a DNA tertiary (3D) structure.	FALSE			http://edamontology.org/data_1459		beta12orEarlier													data_1464																																3D coordinate and associated data for a DNA tertiary (3D) structure.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1465	RNA structure		3D coordinate and associated data for an RNA tertiary (3D) structure.	FALSE			http://edamontology.org/data_1459		beta12orEarlier													data_1465																																3D coordinate and associated data for an RNA tertiary (3D) structure.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1466	tRNA structure		"3D coordinate and associated data for a tRNA tertiary (3D) structure, including tmRNA, snoRNAs etc."	FALSE			http://edamontology.org/data_1465		beta12orEarlier													data_1466																																"3D coordinate and associated data for a tRNA tertiary (3D) structure, including tmRNA, snoRNAs etc."						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1467	Protein chain		3D coordinate and associated data for the tertiary (3D) structure of a polypeptide chain.	FALSE			http://edamontology.org/data_1460		beta12orEarlier													data_1467																																3D coordinate and associated data for the tertiary (3D) structure of a polypeptide chain.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1468	Protein domain		3D coordinate and associated data for the tertiary (3D) structure of a protein domain.	FALSE			http://edamontology.org/data_1460		beta12orEarlier													data_1468																																3D coordinate and associated data for the tertiary (3D) structure of a protein domain.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1469	Protein structure (all atoms)		3D coordinate and associated data for a protein tertiary (3D) structure (all atoms).	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1469																											http://edamontology.org/data_1460					3D coordinate and associated data for a protein tertiary (3D) structure (all atoms).						http://purl.obolibrary.org/obo/edam#obsolete																1.5									
http://edamontology.org/data_1470	C-alpha trace	Protein structure (C-alpha atoms)	3D coordinate and associated data for a protein tertiary (3D) structure (typically C-alpha atoms only).|C-beta atoms from amino acid side-chains may be included.	FALSE			http://edamontology.org/data_1460		beta12orEarlier													data_1470																																3D coordinate and associated data for a protein tertiary (3D) structure (typically C-alpha atoms only).	Protein structure (C-alpha atoms)					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1471	Protein chain (all atoms)		3D coordinate and associated data for a polypeptide chain tertiary (3D) structure (all atoms).	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1471																											http://edamontology.org/data_1467					3D coordinate and associated data for a polypeptide chain tertiary (3D) structure (all atoms).						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1472	Protein chain (C-alpha atoms)		3D coordinate and associated data for a polypeptide chain tertiary (3D) structure (typically C-alpha atoms only).|C-beta atoms from amino acid side-chains may be included.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1472																											http://edamontology.org/data_1467					3D coordinate and associated data for a polypeptide chain tertiary (3D) structure (typically C-alpha atoms only).						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1473	Protein domain (all atoms)		3D coordinate and associated data for a protein domain tertiary (3D) structure (all atoms).	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1473																											http://edamontology.org/data_1468					3D coordinate and associated data for a protein domain tertiary (3D) structure (all atoms).						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1474	Protein domain (C-alpha atoms)		3D coordinate and associated data for a protein domain tertiary (3D) structure (typically C-alpha atoms only).|C-beta atoms from amino acid side-chains may be included.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1474																											http://edamontology.org/data_1468					3D coordinate and associated data for a protein domain tertiary (3D) structure (typically C-alpha atoms only).						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1479	Structure alignment (pair)	Pair structure alignment	Alignment (superimposition) of exactly two molecular tertiary (3D) structures.	FALSE			http://edamontology.org/data_0886		beta12orEarlier													data_1479																																Alignment (superimposition) of exactly two molecular tertiary (3D) structures.	Pair structure alignment					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1480	Structure alignment (multiple)		Alignment (superimposition) of more than two molecular tertiary (3D) structures.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1480																											http://edamontology.org/data_0886					Alignment (superimposition) of more than two molecular tertiary (3D) structures.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1481	Protein structure alignment	Structure alignment (protein)	Alignment (superimposition) of protein tertiary (3D) structures.	FALSE			http://edamontology.org/data_0886		beta12orEarlier													data_1481																																Alignment (superimposition) of protein tertiary (3D) structures.	Structure alignment (protein)					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1482	Nucleic acid structure alignment	Structure alignment (nucleic acid)	Alignment (superimposition) of nucleic acid tertiary (3D) structures.	FALSE			http://edamontology.org/data_0886		beta12orEarlier													data_1482																																Alignment (superimposition) of nucleic acid tertiary (3D) structures.	Structure alignment (nucleic acid)					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#data																									
http://edamontology.org/data_1483	Structure alignment (protein pair)		Alignment (superimposition) of exactly two protein tertiary (3D) structures.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1483																											http://edamontology.org/data_1481|http://edamontology.org/data_1479					Alignment (superimposition) of exactly two protein tertiary (3D) structures.						http://purl.obolibrary.org/obo/edam#obsolete																1.12									
http://edamontology.org/data_1484	Multiple protein tertiary structure alignment		Alignment (superimposition) of more than two protein tertiary (3D) structures.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1484																											http://edamontology.org/data_1481					Alignment (superimposition) of more than two protein tertiary (3D) structures.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/data_1485	Structure alignment (protein all atoms)		Alignment (superimposition) of protein tertiary (3D) structures (all atoms considered).	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1485																											http://edamontology.org/data_1481					Alignment (superimposition) of protein tertiary (3D) structures (all atoms considered).						http://purl.obolibrary.org/obo/edam#obsolete																1.5									
http://edamontology.org/data_1486	Structure alignment (protein C-alpha atoms)		Alignment (superimposition) of protein tertiary (3D) structures (typically C-alpha atoms only considered).|C-beta atoms from amino acid side-chains may be considered.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1486																											http://edamontology.org/data_1481					Alignment (superimposition) of protein tertiary (3D) structures (typically C-alpha atoms only considered).						http://purl.obolibrary.org/obo/edam#obsolete																1.5									
http://edamontology.org/data_1487	Pairwise protein tertiary structure alignment (all atoms)		Alignment (superimposition) of exactly two protein tertiary (3D) structures (all atoms considered).	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													data_1487																											http://edamontology.org/data_1481					Alignment (superimposition) of exactly two protein tertiary (3D) structures (all atoms considered).						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
